,Id,OrgId,IncidentId,AlertId,DetectorId,AlertTitle,Category,IncidentGrade,EntityType,EvidenceRole,DeviceId,Sha256,IpAddress,Url,AccountSid,AccountUpn,AccountObjectId,AccountName,DeviceName,NetworkMessageId,RegistryKey,RegistryValueName,RegistryValueData,ApplicationId,ApplicationName,OAuthApplicationId,FileName,FolderPath,ResourceIdName,OSFamily,OSVersion,CountryCode,State,City,time
OAuthApplicationId,-0.0015377451037483854,-0.0430850583262568,-0.006870240529151427,-0.029185218650030438,-0.028108501304250553,-0.0029954935296379005,0.005018033885321931,0.003046611495848298,-0.010710009233811905,-0.014385673641321092,-0.0030486166420563986,-0.004482756844575365,-0.008455634201583339,-0.004284883035111449,-0.008396625613498443,-0.011406183719524664,-0.008344462968545397,-0.008686550201240572,-0.00435427772332696,-0.005588250126217479,-0.0006767996237010477,-0.0003369139665330258,-0.0003723245523836998,-0.0024120259322731184,0.09530789371413266,1.0,-0.005346045464449974,-0.004979275729848267,-0.00044484368000899686,-0.0022883102560810704,-0.002289995879215548,-0.004639975923760505,-0.0042331457708766436,-0.0042287239487481774,0.0009198676862753808
FileName,0.0019473959614447207,0.008871003937854418,-0.018953207694640792,0.04319864024206141,-0.045056333627676144,-0.04038557249842273,0.07252427507280697,0.15943477581075144,0.12416610913883137,-0.08580063981450502,-0.06444611725774156,0.8640398443249966,-0.17874756232920447,-0.09058012434459613,-0.1775001524927251,-0.24112059329172944,-0.17639746221449767,-0.18362900245033806,-0.0920470907556031,-0.11813260412333217,-0.014307180282128898,-0.0071221801696565515,-0.007870740922243285,-0.0509889318045494,-0.05172302685236695,-0.005346045464449974,1.0,0.8837905563936783,-0.009403756303000416,-0.04837364890391799,-0.04840928207100124,-0.09808659715703887,-0.08948642638610717,-0.08939295144294127,-0.024728722977536036
FolderPath,0.0010785779908497452,0.024173844636080823,-0.0010180468066680012,0.049447519159717256,-0.062339958920533366,-0.08676154287151996,0.07805671531622106,0.1585011546625989,0.09388432001338683,-0.020893304447120085,-0.060024739721763885,0.7509729840412643,-0.16648444252740865,-0.08436580230280633,-0.1653226122427043,-0.2245783217011349,-0.1642955729149984,-0.17103098753596346,-0.0857321263072267,-0.11002802211960667,-0.013325624709907061,-0.006633557289812969,-0.0073307624319037526,-0.0474907952641937,-0.048174527132776486,-0.004979275729848267,0.8837905563936783,1.0,-0.008758604063565177,-0.04505493594343283,-0.04508812446851839,-0.09135728753057269,-0.08334713836950225,-0.08326007634972402,-0.02550727535453528
ResourceIdName,-0.0027648463351541966,-0.011482227936682486,-0.013227134458161623,-0.008791140014662366,-0.03397778589864901,0.0033928451481425384,-0.0006035638841741833,0.017694173569289953,0.05932080818551317,0.030922686771532436,0.004193146328193392,-0.00788522155531882,-0.014873559147177239,-0.0075371592174032255,-0.014769762352733785,-0.02006361015050994,-0.014678007652085358,-0.015279743082883926,-0.0009413476755903694,-0.009829797126979622,-0.001190498429084296,-0.0005926355953050394,-0.0006549232286786736,-0.004242781737350906,-0.004303865681495249,-0.00044484368000899686,-0.009403756303000416,-0.008758604063565177,1.0,-0.004025164420492017,-0.004028129451238754,-0.008161771748660913,-0.007446152766392264,-0.007438374729711715,-0.004708206917242246
OSFamily,0.0015808975579811994,-0.00985811554091533,-0.04639324408235627,-0.07478907715208015,-0.0048435729398752046,0.01138247572090274,0.18401324446019318,0.06530259326149054,0.020358141922391323,0.15906868966551707,0.6827151123636216,-0.040562188848404124,-0.07651073730054926,-0.03877172929283914,-0.07597679857118986,-0.10320876061585747,-0.07550480530260735,-0.07860017884533789,0.4678176609570466,-0.05056523581600122,-0.006124015890420264,-0.0030485632859397764,-0.0033689756840064988,-0.021825197030370665,-0.022139417558055426,-0.0022883102560810704,-0.04837364890391799,-0.04505493594343283,-0.004025164420492017,1.0,0.9992855589232279,-0.04198478440766706,-0.03830358507818306,-0.038263574256609215,-0.010006951157085334
OSVersion,0.0016641032140658609,-0.010303267812949199,-0.04619613588845379,-0.07507621828415086,-0.005183637742605335,0.011194086987671138,0.18368704458195703,0.06534919717875994,0.020373138208360658,0.1591858634021607,0.6832850116335958,-0.04059206791034884,-0.0765670969084764,-0.038800289460181846,-0.07603276486726959,-0.10328478661543215,-0.07556042391734281,-0.07865807758499908,0.46812972368875855,-0.05060248335752006,-0.006128526984503098,-0.0030508089293295403,-0.003371457350702642,-0.021841273983629336,-0.02215572597354176,-0.002289995879215548,-0.04840928207100124,-0.04508812446851839,-0.004028129451238754,0.9992855589232279,1.0,-0.04201571138694703,-0.038331800399489024,-0.03829176010500682,-0.010120934540501735
CountryCode,0.012273740647781918,0.02349284393515333,0.04576147674853244,-0.16170660122033723,0.06931969035408235,0.07399952410447892,-0.06200046709849953,-0.29113815813100963,0.1771552911022816,-0.2639412224740834,-0.05593450980618148,-0.08224740468273005,0.5180083520992946,-0.0786169139272665,-0.15405713241800303,-0.20927501552985922,-0.1531000780165614,-0.15937652531001126,-0.07989013333276564,-0.10253044845726797,-0.012417584640346258,-0.00618153076542951,-0.006831226674780165,-0.044254658424524494,-0.044891799161597086,-0.004639975923760505,-0.09808659715703887,-0.09135728753057269,-0.008161771748660913,-0.04198478440766706,-0.04201571138694703,1.0,0.9125550745682807,0.9096365844833788,0.026511462217654987
State,0.009761976769287218,0.023043050428579986,0.040072388817005665,-0.1572515423467432,0.06334987066368988,0.0674944228413179,-0.052547816731772376,-0.266188055507903,0.16162242727980217,-0.24079902310581283,-0.05103020738094888,-0.07503600428513489,0.4816878074366222,-0.07172383266181287,-0.1405495005327567,-0.19092591459443503,-0.13967636005563513,-0.1454024924220296,-0.07288541699549217,-0.0935406436163558,-0.011328818676750493,-0.005639538059502217,-0.006232269042639392,-0.04037443797758417,-0.04095571461800479,-0.0042331457708766436,-0.08948642638610717,-0.08334713836950225,-0.007446152766392264,-0.03830358507818306,-0.038331800399489024,0.9125550745682807,1.0,0.996487183265844,0.02502204023772135
City,0.009866688416848877,0.025350697098042038,0.041666359448647446,-0.15607168633936916,0.06306033256445673,0.06741657250936332,-0.05240406481171582,-0.2671165423860393,0.16145360114807736,-0.24054749138291598,-0.05097690269633321,-0.07495762383661253,0.48328483645754894,-0.07164891201233095,-0.14040268657327123,-0.19072647888400196,-0.13953045815354556,-0.14525060916698473,-0.07280928298848344,-0.09344293375463808,-0.011316984919109221,-0.005633647160501454,-0.006225758993928711,-0.040332264002735374,-0.04091293345830694,-0.0042287239487481774,-0.08939295144294127,-0.08326007634972402,-0.007438374729711715,-0.038263574256609215,-0.03829176010500682,0.9096365844833788,0.996487183265844,1.0,0.02542668691230832
time,0.003004894300647264,0.024313319194296863,0.006966315497612483,-0.007135389608314898,0.010023758408408152,0.044475813384292975,-0.03864248306198786,-0.055651359670136846,0.024492729074060488,-0.045443252043585784,-0.0006744378262616871,-0.014223933547919064,0.055710519014513356,-0.0023942001682661406,-0.006260410765159602,-0.03577498418238458,-0.008120542630100475,-0.005889916212294112,-0.004052257876992811,-0.04249976579805555,0.022665609710440328,0.0001037818707635402,-0.002112854402097806,0.01883626205615079,0.018555272703741636,0.0009198676862753808,-0.024728722977536036,-0.02550727535453528,-0.004708206917242246,-0.010006951157085334,-0.010120934540501735,0.026511462217654987,0.02502204023772135,0.02542668691230832,1.0
